"Chick_ENSEMBL","Human_Entrezid","Human_Symbol","Chick_Symbol","Chick_Entrezid","TF_Status"
"ENSGALG00000001079",101929777,"WNT3","WNT3",374142,"No"
"ENSGALG00000001080",2516,"NR5A1","NR5A1",395960,"Transcription Factor"
"ENSGALG00000001081",100287898,"TTC34","TTC34",100857353,"No"
"ENSGALG00000001084",148229,"ATP8B3","ATP8B3",428328,"No"
"ENSGALG00000001091",79098,"C1orf116","C26H1orf116",419849,"No"
"ENSGALG00000001093",6929,"TCF3","TCF3",395146,"Transcription Factor"
"ENSGALG00000001094",347088,"ADGRD2","ADGRD2",100858563,"No"
"ENSGALG00000001096",NA,"AC005943.1","UQCR11",770135,"No"
"ENSGALG00000001096",10975,"UQCR11","UQCR11",770135,"No"
"ENSGALG00000001097",7484,"WNT9B","WNT9B",771092,"No"
"ENSGALG00000001099",54882,"ANKHD1","ANKHD1",416143,"No"
"ENSGALG00000001099",404734,"ANKHD1-EIF4EBP3","ANKHD1",416143,"No"
"ENSGALG00000001101",653656,"MBD3L4","MBD3",770153,"Transcription Factor"
"ENSGALG00000001101",85509,"MBD3L1","MBD3",770153,"Transcription Factor"
"ENSGALG00000001101",284428,"MBD3L5","MBD3",770153,"Transcription Factor"
"ENSGALG00000001101",729458,"MBD3L2B","MBD3",770153,"Transcription Factor"
"ENSGALG00000001101",125997,"MBD3L2","MBD3",770153,"Transcription Factor"
"ENSGALG00000001101",653657,"MBD3L3","MBD3",770153,"Transcription Factor"
"ENSGALG00000001103",5695,"PSMB7","PSMB7",378915,"No"
"ENSGALG00000001107",NA,"AC005670.2","GOSR2",419973,"No"
"ENSGALG00000001107",9570,"GOSR2","GOSR2",419973,"No"
"ENSGALG00000001108",54531,"MIER2","MIER2",770192,"No"
"ENSGALG00000001109",121355,"GTSF1","GTSF1",771059,"No"
"ENSGALG00000001110",55253,"TYW1","TYW1",417478,"No"
"ENSGALG00000001110",441250,"TYW1B","TYW1",417478,"No"
"ENSGALG00000001111",NA,NA,"NA",NA,"No"
"ENSGALG00000001115",79258,"MMEL1","MMEL1",770671,"No"
"ENSGALG00000001117",5208,"PFKFB2","PFKFB2",419850,"No"
"ENSGALG00000001118",10783,"NEK6","NEK6",417101,"No"
"ENSGALG00000001121",6455,"SH3GL1","SH3GL1",395202,"No"
"ENSGALG00000001122",83698,"CALN1","CALN1",417479,"No"
"ENSGALG00000001124",9355,"LHX2","LHX2",395705,"Transcription Factor"
"ENSGALG00000001126",10036,"CHAF1A","CHAF1A",770217,"No"
"ENSGALG00000001130",64409,"GALNT17","WBSCR17",417480,"No"
"ENSGALG00000001132",10307,"APBB3","APBB3",101750838,"No"
"ENSGALG00000001136",NA,NA,"NA",419390,"Transcription Factor"
"ENSGALG00000001141",388585,"HES5","HES5",419392,"Transcription Factor"
"ENSGALG00000001143",2113,"ETS1","ETS1",396235,"Transcription Factor"
"ENSGALG00000001144",23567,"ZNF346","ZNF346",416144,"No"
"ENSGALG00000001146",80700,"UBXN6","UBXN6",428329,"No"
"ENSGALG00000001149",221188,"ADGRG5","ADGRG5",415634,"No"
"ENSGALG00000001153",26053,"AUTS2","AUTS2",417481,"No"
"ENSGALG00000001156",NA,NA,"NA",NA,"No"
"ENSGALG00000001157",57706,"DENND1A","DENND1A",417102,"No"
"ENSGALG00000001158",51720,"UIMC1","UIMC1",416145,"No"
"ENSGALG00000001161",2313,"FLI1","FLI1",419723,"Transcription Factor"
"ENSGALG00000001163",NA,NA,"NA",NA,"No"
"ENSGALG00000001165",55229,"PANK4","PANK4",100736561,"No"
"ENSGALG00000001167",3758,"KCNJ1","NULL",NA,"No"
"ENSGALG00000001168",5432,"POLR2C","POLR2C",415635,"No"
"ENSGALG00000001169",286204,"CRB2","CRB2",417104,"No"
"ENSGALG00000001171",10501,"SEMA6B","SEMA6B",428330,"No"
"ENSGALG00000001172",NA,NA,"NA",NA,"No"
"ENSGALG00000001174",81554,"RCC1L","RCC1L",417484,"No"
"ENSGALG00000001175",NA,NA,"NA",NA,"No"
"ENSGALG00000001177",947,"CD34","CD34",419856,"No"
"ENSGALG00000001181",3762,"KCNJ5","KCNJ5",395925,"No"
"ENSGALG00000001182",23054,"NCOA6","NCOA6",419122,"No"
"ENSGALG00000001183",4628,"MYH10","MYH10",396465,"No"
"ENSGALG00000001184",57017,"COQ9","COQ9",415636,"No"
"ENSGALG00000001189",653361,"NCF1","NCF1C",417485,"No"
"ENSGALG00000001191",4222,"MEOX1","MEOX1",395533,"Transcription Factor"
"ENSGALG00000001201",81577,"GFOD2","GFOD2",415642,"No"
"ENSGALG00000001203",120224,"TMEM45B","TMEM45B",419725,"No"
"ENSGALG00000001204",84080,"ENKD1","ENKD1",415643,"No"
"ENSGALG00000001206",NA,NA,"NA",NA,"No"
"ENSGALG00000001207",9651,"PLCH2","PLCH2",428180,"No"
"ENSGALG00000001209",58476,"TP53INP2","TP53INP2",769066,"No"
"ENSGALG00000001214",50855,"PARD6A","PARD6A",101748842,"No"
"ENSGALG00000001219",128869,"PIGU","PIGU",419124,"No"
"ENSGALG00000001220",9709,"HERPUD1","HERPUD1",415644,"No"
"ENSGALG00000001223",5192,"PEX10","PEX10",419396,"No"
"ENSGALG00000001225",2844,"RABGAP1","RABGAP1",417106,"No"
"ENSGALG00000001225",23637,"RABGAP1","RABGAP1",417106,"No"
"ENSGALG00000001229",6497,"SKI","SKI",428181,"No"
"ENSGALG00000001231",25939,"SAMHD1","SAMHD1",419125,"No"
"ENSGALG00000001234",1071,"CETP","CETP",415645,"No"
"ENSGALG00000001235",170961,"ANKRD24","ANKRD24",428331,"No"
"ENSGALG00000001238",9482,"STX8","STX8",417321,"No"
"ENSGALG00000001239",1836,"SLC26A2","LOC416147",416147,"No"
"ENSGALG00000001244",NA,NA,"NA",NA,"No"
"ENSGALG00000001245",51548,"SIRT6","SIRT6",428332,"No"
"ENSGALG00000001250",334,"APLP2","APLP2",419727,"No"
"ENSGALG00000001252",84699,"CREB3L3","CREB3L3",428333,"Transcription Factor"
"ENSGALG00000001253",54542,"RC3H2","RC3H2",417109,"No"
"ENSGALG00000001256",84166,"NLRC5","NLRC5",100857413,"No"
"ENSGALG00000001258",4926,"NUMA1","NUMA1",768717,"No"
"ENSGALG00000001262",25932,"CLIC4","CLIC4",419595,"No"
"ENSGALG00000001263",9569,"GTF2IRD1","GTF2IRD1",417487,"Transcription Factor"
"ENSGALG00000001264",5362,"PLXNA2","PLXNA2",419857,"No"
"ENSGALG00000001267",5605,"MAP2K2","MAP2K2",396349,"No"
"ENSGALG00000001267",NA,"AC011005.1","MAP2K2",396349,"No"
"ENSGALG00000001270",5590,"PRKCZ","PRKCZ",419399,"No"
"ENSGALG00000001273",126567,"C2CD4C","C2CD4C",428334,"No"
"ENSGALG00000001275",5082,"PDCL","PDCL",772371,"No"
"ENSGALG00000001276",3219,"HOXB9","HOXB9",771865,"Transcription Factor"
"ENSGALG00000001279",22834,"ZNF652","ZNF652",419987,"Transcription Factor"
"ENSGALG00000001282",2563,"GABRD","GABRD",770710,"No"
"ENSGALG00000001283",10250,"SRRM1","SRRM1",428216,"No"
"ENSGALG00000001288",85452,"CFAP74","NULL",NA,"No"
"ENSGALG00000001289",NA,NA,"NA",NA,"No"
"ENSGALG00000001299",2695,"GIP","GIP",419989,"No"
"ENSGALG00000001304",339456,"TMEM52","TMEM52",419401,"No"
"ENSGALG00000001306",4798,"NFRKB","NFRKB",419730,"Transcription Factor"
"ENSGALG00000001309",11267,"SNF8","SNF8",419990,"No"
"ENSGALG00000001310",54952,"TRNAU1AP","TRNAU1AP",419597,"No"
"ENSGALG00000001311",9912,"ARHGAP44","ARHGAP44",427797,"No"
"ENSGALG00000001313",7458,"EIF4H","EIF4H",417490,"No"
"ENSGALG00000001314",5742,"PTGS1","PTGS1",427752,"No"
"ENSGALG00000001315",65264,"UBE2Z","UBE2Z",419991,"No"
"ENSGALG00000001316",221184,"CPNE2","CPNE2",415646,"No"
"ENSGALG00000001317",10227,"MFSD10","LOC428335",428335,"No"
"ENSGALG00000001319",57172,"CAMK1G","CAMK1G",419859,"No"
"ENSGALG00000001320",1544,"CYP1A2","CYP1A2",396051,"No"
"ENSGALG00000001320",1543,"CYP1A1","CYP1A2",396051,"No"
"ENSGALG00000001325",1543,"CYP1A1","CYP1A1",396052,"No"
"ENSGALG00000001325",1544,"CYP1A2","CYP1A1",396052,"No"
"ENSGALG00000001328",682,"BSG","BSG",770363,"No"
"ENSGALG00000001329",2035,"EPB41","EPB41",396493,"No"
"ENSGALG00000001330",516,"ATP5MC1","ATP5G1",419992,"No"
"ENSGALG00000001331",6768,"ST14","ST14",419731,"No"
"ENSGALG00000001332",5933,"RBL1","RBL1",419126,"No"
"ENSGALG00000001333",92399,"MRRF","MRRFP1",417110,"No"
"ENSGALG00000001334",2782,"GNB1","GNB1",419402,"No"
"ENSGALG00000001335",100533496,"TVP23C-CDRT4","FAM18B1",417324,"No"
"ENSGALG00000001335",201158,"TVP23C","FAM18B1",417324,"No"
"ENSGALG00000001335",51030,"TVP23B","FAM18B1",417324,"No"
"ENSGALG00000001341",29068,"ZBTB44","ZBTB44",101751641,"Transcription Factor"
"ENSGALG00000001342",610,"HCN2","HCN2",770384,"No"
"ENSGALG00000001343",3914,"LAMB3","LAMB3",428268,"No"
"ENSGALG00000001347",26468,"LHX6","LHX6",772259,"Transcription Factor"
"ENSGALG00000001348",64518,"TEKT3","TEKT3",417326,"No"
"ENSGALG00000001350",89970,"RSPRY1","RSPRY1",415648,"No"
"ENSGALG00000001362",1198,"CLK3","CLK3",415295,"No"
"ENSGALG00000001363",10514,"MYBBP1A","MYBBP1A",417491,"No"
"ENSGALG00000001364",1452,"CSNK1A1","CSNK1A1",395924,"No"
"ENSGALG00000001366",842,"CASP9","CASP9",426970,"No"
"ENSGALG00000001369",3290,"HSD11B1","HSD11B1b",419861,"No"
"ENSGALG00000001370",11095,"ADAMTS8","ADAMTS8",769222,"No"
"ENSGALG00000001371",9955,"HS3ST3A1","HS3ST3B1",769490,"No"
"ENSGALG00000001373",80342,"TRAF3IP3","TRAF3IP3",419862,"No"
"ENSGALG00000001374",728661,"SLC35E2B","NULL",NA,"No"
"ENSGALG00000001375",1352,"COX10","COX10",417329,"No"
"ENSGALG00000001376",10620,"ARID3B","ARID3B",100859297,"Transcription Factor"
"ENSGALG00000001377",5442,"POLRMT","POLRMT",420084,"No"
"ENSGALG00000001382",728642,"CDK11A","CDC2L1",419406,"No"
"ENSGALG00000001382",984,"CDK11B","CDC2L1",419406,"No"
"ENSGALG00000001383",3360,"HTR4","HTR4",416150,"No"
"ENSGALG00000001387",124976,"SPNS2","NULL",NA,"No"
"ENSGALG00000001389",158135,"TTLL11","TTLL11",417115,"No"
"ENSGALG00000001391",51090,"PLLP","PLLP",415650,"No"
"ENSGALG00000001392",8510,"MMP23B","MMP23A",419407,"No"
"ENSGALG00000001394",84993,"UBL7","UBL7",415297,"No"
"ENSGALG00000001405",3664,"IRF6","IRF6",419863,"Transcription Factor"
"ENSGALG00000001407",170689,"ADAMTS15","ADAMTS15",419733,"No"
"ENSGALG00000001409",3593,"IL12B","IL12B",404671,"No"
"ENSGALG00000001410",201305,"SPNS3","SPNS3",417493,"No"
"ENSGALG00000001412",8482,"SEMA7A","SEMA7A",415298,"No"
"ENSGALG00000001416",147,"ADRA1B","ADRA1B",373890,"No"
"ENSGALG00000001418",2979,"GUCA1B","GUCA1B",419864,"No"
"ENSGALG00000001419",153090,"DAB2IP","DAB2IP",417117,"No"
"ENSGALG00000001420",57148,"RALGAPB","RALGAPB",419128,"No"
"ENSGALG00000001425",399979,"SNX19","SNX19",419734,"No"
"ENSGALG00000001428",80303,"EFHD1","EFHD1",424741,"No"
"ENSGALG00000001429",7265,"TTC1","TTC1",416152,"No"
"ENSGALG00000001431",2978,"GUCA1A","GUCA1A",374216,"No"
"ENSGALG00000001433",146712,"B3GNTL1","B3GNTL1",417333,"No"
"ENSGALG00000001434",2040,"STOM","STOM",417118,"No"
"ENSGALG00000001437",50863,"NTM","NTM",395450,"No"
"ENSGALG00000001439",57610,"RANBP10","RANBP10",415653,"No"
"ENSGALG00000001441",7326,"UBE2G1","UBE2G1",770961,"No"
"ENSGALG00000001442",4978,"OPCML","OPCML",395422,"No"
"ENSGALG00000001445",2172,"FABP6","FABP6",416154,"No"
"ENSGALG00000001446",2934,"GSN","GSN",395774,"No"
"ENSGALG00000001449",64220,"STRA6","STRA6",415301,"No"
"ENSGALG00000001450",22997,"IGSF9B","IGSF9B",428237,"No"
"ENSGALG00000001452",515,"ATP5PB","ATP5PB",419866,"No"
"ENSGALG00000001459",7134,"TNNC1","TNNC1",396032,"No"
"ENSGALG00000001462",140,"ADORA3","ADORA3",373956,"No"
"ENSGALG00000001463",149420,"PDIK1L","NULL",NA,"No"
"ENSGALG00000001465",6169,"RPL38","RPL38",771528,"No"
"ENSGALG00000001467",51479,"ANKFY1","ANKFY1",417494,"No"
"ENSGALG00000001470",9399,"STOML1","STOML1",415303,"No"
"ENSGALG00000001472",83700,"JAM3","JAM3",419736,"No"
"ENSGALG00000001473",142678,"MIB2","MIB2",419408,"No"
"ENSGALG00000001474",51552,"RAB14","RAB14",417119,"No"
"ENSGALG00000001475",3925,"STMN1","STMN1",396057,"No"
"ENSGALG00000001476",NA,NA,"NA",NA,"No"
"ENSGALG00000001479",124936,"CYB5D2","CYB5D2",417495,"No"
"ENSGALG00000001480",55924,"INKA2","FAM212B",419868,"No"
"ENSGALG00000001483",NA,NA,"NA",NA,"No"
"ENSGALG00000001486",7535,"ZAP70","ZAP70",420086,"No"
"ENSGALG00000001489",NA,NA,"NA",NA,"No"
"ENSGALG00000001490",3769,"KCNJ13","KCNJ13",101749520,"No"
"ENSGALG00000001491",23310,"NCAPD3","NCAPD3",419737,"No"
"ENSGALG00000001492",57446,"NDRG3","LOC107057310",107057310,"No"
"ENSGALG00000001501",5594,"MAPK1","MAPK3",373953,"No"
"ENSGALG00000001502",51118,"UTP11","UTP11",419606,"No"
"ENSGALG00000001503",6904,"TBCD","TBCD",417334,"No"
"ENSGALG00000001504",11218,"DDX20","DDX20",419869,"No"
"ENSGALG00000001506",9232,"PTTG1","PTTG2",416158,"No"
"ENSGALG00000001506",10744,"PTTG2","PTTG2",416158,"No"
"ENSGALG00000001512",3752,"KCND3","KCND3",374228,"No"
"ENSGALG00000001513",11064,"CNTRL","CNTRL",417121,"No"
"ENSGALG00000001518",79755,"ZNF750","ZNF750",101750712,"Transcription Factor"
"ENSGALG00000001521",112936,"VPS26B","VPS26B",419738,"No"
"ENSGALG00000001522",51230,"PHF20","PHF20",419131,"No"
"ENSGALG00000001525",10241,"CALCOCO2","CALCOCO2",419993,"No"
"ENSGALG00000001527",64856,"VWA1","VWA1",419413,"No"
"ENSGALG00000001529",29087,"THYN1","THYN1",374161,"Transcription Factor"
"ENSGALG00000001531",64122,"FN3K","FN3K",417335,"No"
"ENSGALG00000001533",NA,NA,"NA",NA,"No"
"ENSGALG00000001534",NA,NA,"NA",NA,"No"
"ENSGALG00000001536",NA,NA,"NA",NA,"No"
"ENSGALG00000001538",54879,"ST7L","ST7L",395331,"No"
"ENSGALG00000001540",10946,"SF3A3","SF3A3",419608,"No"
"ENSGALG00000001542",55052,"MRPL20","MRPL20",770979,"No"
"ENSGALG00000001545",10966,"RAB40B","RAB40B",417338,"No"
"ENSGALG00000001546",23140,"ZZEF1","NULL",NA,"No"
"ENSGALG00000001547",829,"CAPZA1","CAPZA1",396521,"No"
"ENSGALG00000001550",9584,"RBM39","RBM23",428133,"No"
"ENSGALG00000001551",81669,"CCNL2","CCNL2",395124,"No"
"ENSGALG00000001555",54998,"AURKAIP1","AURKAIP1",419415,"No"
"ENSGALG00000001557",27034,"ACAD8","ACAD8",419739,"No"
"ENSGALG00000001558",NA,NA,"NA",NA,"No"
"ENSGALG00000001559",7784,"ZP3","ZP3",378906,"No"
"ENSGALG00000001559",22932,"POMZP3","ZP3",378906,"No"
"ENSGALG00000001561",54587,"MXRA8","MXRA8",395347,"No"
"ENSGALG00000001563",56270,"WDR45B","WDR45B",417339,"No"
"ENSGALG00000001564",489,"ATP2A3","ATP2A3",395707,"No"
"ENSGALG00000001565",727,"C5","C5",417122,"No"
"ENSGALG00000001568",9054,"NFS1","NFS1",419133,"No"
"ENSGALG00000001568",NA,"AL109827.1","NFS1",419133,"No"
"ENSGALG00000001569",389,"RHOC","RHOC",395869,"No"
"ENSGALG00000001569",NA,"AL603832.3","RHOC",395869,"No"
"ENSGALG00000001571",4542,"MYO1F","MYO1F",396187,"No"
"ENSGALG00000001572",54939,"COMMD4","COMMD4",770048,"No"
"ENSGALG00000001573",5023,"P2RX1","P2RX1",395190,"No"
"ENSGALG00000001577",3607,"FOXK2","FOXK2",107049008,"Transcription Factor"
"ENSGALG00000001583",7185,"TRAF1","TRAF1",417123,"No"
"ENSGALG00000001586",79661,"NEIL1","NEIL1",770068,"No"
"ENSGALG00000001592",125981,"ACER1","ACER1",420088,"No"
"ENSGALG00000001593",7353,"UFD1","UFD1L",374186,"No"
"ENSGALG00000001595",26147,"PHF19","PHF19",772213,"No"
"ENSGALG00000001596",4298,"MLLT1","MLLT1",420089,"No"
"ENSGALG00000001597",5691,"PSMB3","PSMB3",419997,"No"
"ENSGALG00000001600",1855,"DVL1","DVL1",419416,"No"
"ENSGALG00000001602",10204,"NUTF2","NUTF2",415655,"No"
"ENSGALG00000001603",26502,"NARF","NARF",417341,"No"
"ENSGALG00000001604",89944,"GLB1L2","GLB1L2",428238,"No"
"ENSGALG00000001604",112937,"GLB1L3","GLB1L2",428238,"No"
"ENSGALG00000001605",333926,"PPM1J","PPM1J",419873,"No"
"ENSGALG00000001606",3633,"INPP5B","INPP5B",419609,"No"
"ENSGALG00000001607",79415,"CYBC1","C18H17orf62",417342,"No"
"ENSGALG00000001608",137970,"UNC5D","UNC5D",426920,"No"
"ENSGALG00000001610",8396,"PIP4K2B","PIP4K2B",419999,"No"
"ENSGALG00000001611",27087,"B3GAT1","B3GAT1",373949,"No"
"ENSGALG00000001613",26354,"GNL3","GNL3",415897,"No"
"ENSGALG00000001615",4123,"MAN2C1","MAN2C1",415306,"No"
"ENSGALG00000001616",8318,"CDC45","CDC45",416776,"No"
"ENSGALG00000001617",84254,"CAMKK1","CAMKK1",771003,"No"
"ENSGALG00000001618",79701,"OGFOD3","OGFOD3",769717,"No"
"ENSGALG00000001619",55054,"ATG16L1","ATG16L2",424746,"No"
"ENSGALG00000001620",NA,NA,"NA",NA,"No"
"ENSGALG00000001621",7122,"CLDN5","CLDN5",374028,"No"
"ENSGALG00000001624",54883,"CWC25","CWC25",420000,"No"
"ENSGALG00000001626",NA,NA,"NA",NA,"No"
"ENSGALG00000001633",78986,"DUSP26","DUSP26",426921,"No"
"ENSGALG00000001634",9349,"RPL23","RPL23",420001,"No"
"ENSGALG00000001637",5711,"PSMD5","PSMD5",417125,"No"
"ENSGALG00000001639",4520,"MTF1","MTF1",428218,"Transcription Factor"
"ENSGALG00000001640",79845,"RNF122","RNF122",426922,"No"
"ENSGALG00000001642",55830,"GLT8D1","GLT8D1",415898,"No"
"ENSGALG00000001644",25942,"SIN3A","SIN3A",415307,"No"
"ENSGALG00000001645",57582,"KCNT1","KCNT1",395248,"No"
"ENSGALG00000001647",5681,"PSKH1","PSKH1",415658,"No"
"ENSGALG00000001651",80185,"TTI2","TTI2",426923,"No"
"ENSGALG00000001652",346288,"SEPTIN14","SEPT2L",416777,"No"
"ENSGALG00000001653",149175,"MANEAL","MANEAL",419611,"No"
"ENSGALG00000001654",708,"C1QBP","C1QBP",395538,"No"
"ENSGALG00000001655",28972,"SPCS1","SPCS1",415899,"No"
"ENSGALG00000001658",6143,"RPL19","RPL19",420003,"No"
"ENSGALG00000001661",10864,"SLC22A7","SLC22A7",416712,"No"
"ENSGALG00000001662",23120,"ATP10B","ATP10B",416159,"No"
"ENSGALG00000001663",84549,"MAK16","MAK16",426924,"No"
"ENSGALG00000001664",5780,"PTPN9","PTPN9",415308,"No"
"ENSGALG00000001666",84268,"RPAIN","RPAIN",417500,"No"
"ENSGALG00000001668",54926,"UBE2R2","UBE2R2",427021,"No"
"ENSGALG00000001678",5565,"PRKAB2","PRKAB2",427017,"No"
"ENSGALG00000001682",84961,"FBXL20","FBXL20",771869,"No"
"ENSGALG00000001684",6397,"SEC14L1","SEC14L1",417350,"No"
"ENSGALG00000001688",NA,"AC000093.1","SEPT5",416778,"No"
"ENSGALG00000001688",5413,"SEPTIN5","SEPT5",416778,"No"
"ENSGALG00000001689",10066,"SCAMP2","SCAMP2",769853,"No"
"ENSGALG00000001690",2561,"GABRB2","GABRB2",414890,"No"
"ENSGALG00000001691",54973,"INTS11","INTS11",419418,"No"
"ENSGALG00000001692",157922,"CAMSAP1","CAMSAP1",417127,"No"
"ENSGALG00000001693",6570,"SLC18A1","SLC18A1",431330,"No"
"ENSGALG00000001695",2559,"GABRA6","GABRA6",395931,"No"
"ENSGALG00000001696",6295,"SAG","SAG",768877,"No"
"ENSGALG00000001697",3699,"ITIH3","ITIH3",415901,"No"
"ENSGALG00000001698",2554,"GABRA1","GABRA1",374214,"No"
"ENSGALG00000001701",NA,NA,"NA",NA,"No"
"ENSGALG00000001702",283849,"EXOC3L1","EXOC3L1",769364,"No"
"ENSGALG00000001708",5469,"MED1","MED1",420004,"No"
"ENSGALG00000001709",NA,"AC006254.1","MUSTN1",404773,"No"
"ENSGALG00000001709",389125,"MUSTN1","MUSTN1",404773,"No"
"ENSGALG00000001711",60490,"PPCDC","PPCDC",427477,"No"
"ENSGALG00000001714",126789,"PUSL1","PUSL1",419419,"No"
"ENSGALG00000001716",388135,"INSYN1","C10H15ORF59",415313,"No"
"ENSGALG00000001717",6566,"SLC16A1","SLC16A1",419875,"No"
"ENSGALG00000001718",900,"CCNG1","CCNG1",416161,"No"
"ENSGALG00000001720",375346,"STIMATE","NULL",NA,"No"
"ENSGALG00000001720",100526772,"STIMATE-MUSTN1","NULL",NA,"No"
"ENSGALG00000001721",22932,"POMZP3","ZP3L2",415314,"No"
"ENSGALG00000001721",7784,"ZP3","ZP3L2",415314,"No"
"ENSGALG00000001722",1874,"E2F4","E2F4",769430,"Transcription Factor"
"ENSGALG00000001723",2330,"FMO5","FMO5",100857694,"No"
"ENSGALG00000001725",57690,"TNRC6C","TNRC6C",417348,"No"
"ENSGALG00000001726",134492,"NUDCD2","NUDCD2",416162,"No"
"ENSGALG00000001727",11178,"LZTS1","LZTS1",431331,"No"
"ENSGALG00000001728",138151,"NACC2","NACC2",417128,"No"
"ENSGALG00000001729",80381,"CD276","CD276",415315,"No"
"ENSGALG00000001730",8527,"DGKD","DGKD",424747,"No"
"ENSGALG00000001731",51755,"CDK12","CDK12",428306,"No"
"ENSGALG00000001733",9860,"LRIG2","LRIG2",100857856,"No"
"ENSGALG00000001737",9135,"RABEP1","RABEP1",395930,"No"
"ENSGALG00000001740",146664,"MGAT5B","NULL",NA,"No"
"ENSGALG00000001741",27020,"NPTN","NPTN",415316,"No"
"ENSGALG00000001749",81616,"ACSBG2","ACSBG2",420090,"No"
"ENSGALG00000001750",27430,"MAT2B","MAT2B",416165,"No"
"ENSGALG00000001753",51460,"SFMBT1","SFMBT1",415902,"No"
"ENSGALG00000001758",169714,"QSOX2","QSOX2",417129,"No"
"ENSGALG00000001764",NA,NA,"NA",NA,"No"
"ENSGALG00000001765",79886,"CAAP1","CAAP1",427364,"No"
"ENSGALG00000001768",57451,"TENM2","TENM2",373854,"No"
"ENSGALG00000001773",5990,"RFX2","RFX2",420092,"Transcription Factor"
"ENSGALG00000001774",4756,"NEO1","NEO1",395822,"No"
"ENSGALG00000001777",79157,"MFSD11","MFSD11",417352,"No"
"ENSGALG00000001779",653319,"KIAA0895L","KIAA0895L",415660,"No"
"ENSGALG00000001780",NA,NA,"NA",NA,"No"
"ENSGALG00000001782",9373,"PLAA","PLAA",427365,"No"
"ENSGALG00000001788",83440,"ADPGK","ADPGK",415317,"No"
"ENSGALG00000001790",124512,"METTL23","METTL23",100859394,"No"
"ENSGALG00000001791",874,"CBR3","LOC415664",415664,"No"
"ENSGALG00000001792",65993,"MRPS34","MRPS34",426987,"No"
"ENSGALG00000001793",NA,NA,"NA",NA,"No"
"ENSGALG00000001797",26086,"GPSM1","GPSM1",417132,"No"
"ENSGALG00000001798",585,"BBS4","BBS4",415318,"No"
"ENSGALG00000001800",NA,"AC011499.1","DUS3L",428339,"No"
"ENSGALG00000001800",56931,"DUS3L","DUS3L",428339,"No"
"ENSGALG00000001801",80173,"IFT74","IFT74",427367,"No"
"ENSGALG00000001802",23210,"JMJD6","JMJD6",417355,"No"
"ENSGALG00000001803",55677,"IWS1","IWS1",424750,"No"
"ENSGALG00000001805",NA,NA,"NA",NA,"No"
"ENSGALG00000001806",NA,NA,"NA",NA,"No"
"ENSGALG00000001812",85300,"ATCAY","ATCAY",420094,"No"
"ENSGALG00000001816",260425,"MAGI3","MAGI3",419877,"No"
"ENSGALG00000001817",10664,"CTCF","CTCF",396274,"Transcription Factor"
"ENSGALG00000001823",51501,"HIKESHI","HIKESHI",427034,"No"
"ENSGALG00000001824",874,"CBR3","LOC100857820",100857820,"No"
"ENSGALG00000001826",23286,"WWC1","WWC1",416167,"No"
"ENSGALG00000001828",NA,NA,"NA",NA,"No"
"ENSGALG00000001833",79706,"PRKRIP1","PRKRIP1",417508,"No"
"ENSGALG00000001835",6339,"SCNN1D","SCNN1D",428184,"No"
"ENSGALG00000001837",80228,"ORAI2","ORAI3",417509,"No"
"ENSGALG00000001838",23039,"XPO7","XPO7",426925,"No"
"ENSGALG00000001840",7010,"TEK","TEK",427368,"No"
"ENSGALG00000001841",79641,"ROGDI","ROGDI",426990,"No"
"ENSGALG00000001844",54784,"ALKBH4","ALKBH4",417510,"No"
"ENSGALG00000001845",10745,"PHTF1","PHTF1",419878,"Transcription Factor"
"ENSGALG00000001848",118424,"UBE2J2","UBE2J2",419421,"No"
"ENSGALG00000001849",8927,"BSN","NULL",NA,"No"
"ENSGALG00000001850",5917,"RARS1","RARS",416168,"No"
"ENSGALG00000001852",222229,"LRWD1","LRWD1",417511,"No"
"ENSGALG00000001856",79817,"MOB3B","NULL",NA,"No"
"ENSGALG00000001857",388581,"C1QTNF12","FAM132A",419422,"No"
"ENSGALG00000001859",NA,NA,"NA",NA,"No"
"ENSGALG00000001860",54665,"RSBN1","NULL",NA,"No"
"ENSGALG00000001862",55808,"ST6GALNAC1","ST6GALNAC1",396168,"No"
"ENSGALG00000001863",NA,NA,"NA",NA,"No"
"ENSGALG00000001864",203228,"C9orf72","CZH9orf72",427370,"No"
"ENSGALG00000001866",8484,"GALR3","MCHR2",431416,"No"
"ENSGALG00000001869",158038,"LINGO2","NULL",NA,"No"
"ENSGALG00000001872",51150,"SDF4","SDF4",419423,"No"
"ENSGALG00000001876",NA,NA,"NA",NA,"No"
"ENSGALG00000001882",8784,"TNFRSF18","TNFRSF18",419424,"No"
"ENSGALG00000001882",8793,"TNFRSF10D","TNFRSF18",419424,"No"
"ENSGALG00000001882",8794,"TNFRSF10C","TNFRSF18",419424,"No"
"ENSGALG00000001882",8795,"TNFRSF10B","TNFRSF18",419424,"No"
"ENSGALG00000001883",10610,"ST6GALNAC2","ST6GALNAC2",396159,"No"
"ENSGALG00000001885",NA,NA,"NA",NA,"No"
"ENSGALG00000001889",64170,"CARD9","CARD9",427756,"No"
"ENSGALG00000001892",114757,"CYGB","CYGB",427802,"No"
"ENSGALG00000001894",NA,NA,"NA",NA,"No"
"ENSGALG00000001895",79646,"PANK3","PANK3",416170,"No"
"ENSGALG00000001900",23349,"PHF24","PHF24",427408,"No"
